"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF","g7_count","g7_BF","g8_count","g8_BF","g9_count","g9_BF","g10_count","g10_BF","g11_count","g11_BF","g12_count","g12_BF","g13_count","g13_BF","g14_count","g4_BF.1","g15_count","g15_BF"
"12634","AMY1A",0.5982,"NA","2 vs 3","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"0 vs 3",0.53,"-",NA,"-",NA,"1 vs 0",1.1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"12635","NET1",0.5982,"NA","275 vs 241","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 17",0.65,"-",NA,"-",NA,"61 vs 50",0.92,"95 vs 76",1,"103 vs 97",1
"12636","STMN3",0.5982,"NA","4 vs 6","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"0 vs 2",0.67,"-",NA,"-",NA,"1 vs 3",0.81,"-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"-",NA
"12637","BHLHB9",0.5982,"NA","183 vs 195","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"24 vs 26",0.62,"49 vs 40",1,"110 vs 128",1
"12638","PCCB",0.5981,NA,"198 vs 186","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 1",1.14,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"69 vs 73",0.53,"125 vs 112",1,"-",NA
"12639","PSMB10",0.598,"NA","35 vs 35","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"11 vs 18",0.61,"22 vs 15",1,"-",NA
"12640","RPL7",0.5978,"NA","13 vs 17","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.78,"-",NA,"-",NA,"1 vs 3",0.85,"-",NA,"-",NA,"12 vs 13",0.9,"-",NA,"-",NA
"12641","ACOT7",0.5978,"NA","19 vs 24","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"9 vs 10",0.84,"-",NA,"-",NA,"10 vs 14",0.71,"-",NA,"-",NA
"12642","OR6C75",0.5977,"NA","70 vs 81","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"45 vs 54",0.6,"25 vs 27",1,"-",NA
"12643","PIDD1",0.5976,"NA","606 vs 602","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 3",0.9,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"157 vs 161",0.67,"309 vs 305",0.99,"139 vs 133",1
"12644","CASQ2",0.5976,"NA","123 vs 114","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 1",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"61 vs 63",0.58,"60 vs 50",1,"-",NA
"12645","NRP2",0.5975,"4","194 vs 156","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.78,"-",NA,"-",NA,"4 vs 4",0.96,"-",NA,"-",NA,"106 vs 92",0.79,"84 vs 59",1.01,"-",NA
"12646","ZNF143",0.5974,"NA","163 vs 153","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 5",0.91,"-",NA,"-",NA,"37 vs 38",0.63,"121 vs 110",1,"-",NA
"12647","FAM220A",0.5974,"NA","79 vs 88","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.02,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"56 vs 63",0.58,"20 vs 24",1,"-",NA
"12648","CACNA1C",0.5974,NA,"324 vs 324","2 vs 0",2.02,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"10 vs 9",0.71,"-",NA,"-",NA,"45 vs 46",0.85,"68 vs 56",1,"-",NA,"69 vs 80",0.49,"66 vs 74",1,"64 vs 59",1
"12649","LCE2A",0.5974,"NA","286 vs 302","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"8 vs 14",0.62,"-",NA,"277 vs 286",1
"12650","RNF141",0.5973,"NA","18 vs 22","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"7 vs 14",0.61,"9 vs 6",1,"-",NA
"12651","SRP14",0.5973,"NA","4 vs 4","-",NA,"-",NA,"1 vs 1",0.68,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.87,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"12652","ACVR1",0.5973,"NA","132 vs 152","-",NA,"-",NA,"0 vs 1",0.55,"-",NA,"-",NA,"-",NA,"1 vs 0",1.22,"-",NA,"-",NA,"10 vs 6",1.53,"-",NA,"-",NA,"7 vs 19",0.58,"-",NA,"114 vs 126",1
"12653","FAM183A",0.5973,"NA","44 vs 54","-",NA,"-",NA,"-",NA,"-",NA,"28 vs 27",0.89,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"11 vs 16",0.67,"5 vs 11",1,"-",NA
"12654","L2HGDH",0.5972,"NA","80 vs 75","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.9,"-",NA,"-",NA,"47 vs 48",0.69,"33 vs 25",1,"-",NA
"12655","HNRNPR",0.5972,"NA","16 vs 16","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 4",0.55,"-",NA,"-",NA,"3 vs 1",1.19,"-",NA,"-",NA,"11 vs 11",0.91,"-",NA,"-",NA
"12656","OR2AG1",0.5971,"NA","450 vs 497","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 6",0.92,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"72 vs 74",0.66,"110 vs 116",1,"262 vs 301",0.99
"12657","CDCA5",0.5971,"NA","50 vs 60","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 0",1,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 17",0.9,"-",NA,"-",NA,"19 vs 23",0.66,"18 vs 20",1,"-",NA
"12658","ANXA9",0.5971,"NA","240 vs 268","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 1",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"54 vs 54",0.58,"184 vs 213",0.99,"-",NA
"12659","SLC50A1",0.5971,"NA","39 vs 33","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"30 vs 24",0.73,"-",NA,"-",NA,"9 vs 9",0.82,"-",NA,"-",NA
"12660","ROPN1",0.597,"NA","96 vs 90","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 4",0.99,"-",NA,"0 vs 1",0.78,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"14 vs 19",0.78,"77 vs 66",1,"-",NA
"12661","CABP4",0.5969,"NA","77 vs 87","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"70 vs 79",0.6,"6 vs 7",1,"-",NA
"12662","TTLL2",0.5969,"NA","788 vs 753","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 5",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"141 vs 143",0.64,"241 vs 214",0.99,"403 vs 391",1
"12663","TRPM4",0.5969,"NA","409 vs 386","-",NA,"-",NA,"-",NA,"-",NA,"46 vs 51",0.8,"-",NA,"-",NA,"-",NA,"-",NA,"48 vs 48",0.75,"80 vs 67",1,"-",NA,"134 vs 137",0.99,"101 vs 83",1.01,"-",NA
"12664","MS4A6A",0.5968,"NA","383 vs 419","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.98,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"22 vs 32",0.61,"57 vs 67",1,"301 vs 317",1
"12665","PMS1",0.5966,"NA","467 vs 522","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",1.02,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"78 vs 81",0.59,"206 vs 235",0.99,"180 vs 203",1
"12666","CASC10",0.5966,"NA","182 vs 168","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 0",1.21,"-",NA,"9 vs 12",0.67,"-",NA,"-",NA,"17 vs 14",0.88,"3 vs 1",1,"143 vs 131",0.95,"0 vs 2",0.88,"7 vs 8",1,"-",NA
"12667","GUCY2C",0.5965,"NA","212 vs 225","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 7",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"138 vs 133",0.65,"67 vs 84",1,"-",NA
"12668","SBSN",0.5964,"NA","407 vs 436","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.1,"-",NA,"-",NA,"-",NA,"-",NA,"10 vs 13",0.64,"21 vs 22",1,"-",NA,"57 vs 52",0.85,"80 vs 92",1,"237 vs 257",1
"12669","CHST11",0.5964,"NA","99 vs 106","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"12 vs 19",0.52,"50 vs 51",1,"-",NA,"21 vs 16",1.11,"15 vs 20",1,"-",NA
"12670","C1orf162",0.5964,"NA","44 vs 58","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"14 vs 20",0.58,"29 vs 38",1,"-",NA
"12671","SRL",0.5963,"NA","50 vs 51","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 2",1.2,"-",NA,"-",NA,"45 vs 48",0.5,"-",NA,"-",NA
"12672","ZNF789",0.5963,"NA","184 vs 210","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"52 vs 68",0.62,"132 vs 141",1,"-",NA
"12673","DDIAS",0.5962,"NA","609 vs 567","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.05,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"86 vs 99",0.57,"103 vs 85",1,"417 vs 382",1
"12674","PCGF1",0.5962,"NA","150 vs 139","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.82,"-",NA,"-",NA,"3 vs 5",0.79,"-",NA,"-",NA,"22 vs 21",0.91,"124 vs 111",1,"-",NA
"12675","PPP1R15A",0.5961,"NA","356 vs 344","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.03,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"130 vs 121",0.58,"223 vs 221",0.99,"-",NA
"12676","C1QL4",0.5961,"NA","23 vs 27","-",NA,"-",NA,"1 vs 0",1.45,"-",NA,"-",NA,"-",NA,"5 vs 4",0.87,"-",NA,"-",NA,"11 vs 14",0.75,"3 vs 0",1,"-",NA,"3 vs 9",0.63,"-",NA,"-",NA
"12677","ATP2A1",0.5961,"NA","119 vs 126","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 3",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"40 vs 41",0.42,"15 vs 21",1,"-",NA,"39 vs 44",1.5,"23 vs 17",1,"-",NA
"12678","MIDN",0.596,"NA","55 vs 66","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"48 vs 60",0.6,"7 vs 6",1,"-",NA
"12679","GLRA4",0.5959,"NA","158 vs 162","-",NA,"-",NA,"-",NA,"-",NA,"11 vs 6",0.98,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"19 vs 26",0.61,"91 vs 106",1,"37 vs 24",1
"12680","PLA2G16",0.5959,"NA","27 vs 30","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.86,"-",NA,"-",NA,"19 vs 21",0.67,"6 vs 7",1,"-",NA
"12681","PPP1R9B",0.5959,"NA","42 vs 46","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 5",0.43,"-",NA,"-",NA,"11 vs 5",1.68,"24 vs 29",1,"-",NA,"5 vs 7",0.83,"-",NA,"-",NA
"12682","MYH8",0.5958,"NA","694 vs 662","-",NA,"-",NA,"-",NA,"-",NA,"46 vs 36",0.95,"-",NA,"3 vs 4",0.61,"-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"263 vs 225",1.03,"381 vs 396",0.99,"-",NA
"12683","TRARG1",0.5958,"NA","349 vs 334","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"36 vs 45",0.61,"103 vs 92",1.03,"208 vs 195",1
"12684","C7orf61",0.5958,"NA","25 vs 32","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 3",0.92,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"21 vs 28",0.65,"3 vs 1",1,"-",NA
"12685","SLC2A5",0.5957,"NA","138 vs 136","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"16 vs 20",0.64,"24 vs 22",1,"-",NA,"81 vs 83",1,"16 vs 9",1,"-",NA
"12686","AMTN",0.5956,"NA","234 vs 269","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 0",1.19,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 20",0.51,"217 vs 249",0.99,"-",NA
"12687","CEP162",0.5956,"NA","897 vs 893","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 5",1.02,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"167 vs 169",0.59,"212 vs 212",0.99,"513 vs 507",0.99
"12688","PGRMC1",0.5955,"NA","17 vs 23","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 6",0.72,"-",NA,"-",NA,"7 vs 7",0.83,"7 vs 10",1,"-",NA
"12689","ZBTB6",0.5955,"NA","77 vs 84","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 3",0.93,"-",NA,"-",NA,"-",NA,"-",NA,"10 vs 18",0.62,"-",NA,"-",NA,"20 vs 15",1.04,"46 vs 48",1,"-",NA
"12690","CCDC102A",0.5955,"NA","52 vs 64","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"41 vs 52",0.6,"11 vs 12",1,"-",NA
"12691","KIFAP3",0.5955,"NA","49 vs 51","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"7 vs 6",1.05,"-",NA,"-",NA,"37 vs 41",0.54,"4 vs 4",1,"-",NA
"12692","RAPGEFL1",0.5953,"NA","41 vs 41","-",NA,"-",NA,"0 vs 0",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 12",0.87,"-",NA,"-",NA,"28 vs 29",0.69,"-",NA,"-",NA
"12693","CPA2",0.5952,"NA","146 vs 161","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 8",0.89,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"43 vs 52",0.67,"97 vs 101",1,"-",NA
"12694","OR2V2",0.5952,"NA","409 vs 371","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"42 vs 44",0.6,"14 vs 10",1,"353 vs 317",1
"12695","ZNF621",0.5952,"NA","97 vs 97","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.01,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"49 vs 47",0.59,"45 vs 48",1,"-",NA
"12696","ABCG1",0.5952,"NA","74 vs 65","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"-",NA,"-",NA,"-",NA,"31 vs 24",0.75,"-",NA,"-",NA,"41 vs 40",0.75,"-",NA,"-",NA
"12697","NKX2-8",0.5952,"NA","114 vs 122","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.93,"-",NA,"-",NA,"9 vs 21",0.64,"102 vs 98",1,"-",NA
"12698","CASC4",0.5951,"4","81 vs 115","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 7",0.64,"51 vs 80",1,"-",NA,"17 vs 16",0.94,"9 vs 12",1,"-",NA
"12699","WFDC8",0.595,"NA","83 vs 86","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"65 vs 76",0.57,"17 vs 10",1,"-",NA
"12700","ZNF133",0.595,"NA","125 vs 114","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"22 vs 29",0.54,"-",NA,"-",NA,"48 vs 38",1.09,"55 vs 47",1,"-",NA
"12701","MAX",0.5949,"NA","12 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.78,"-",NA,"-",NA,"6 vs 7",0.77,"-",NA,"-",NA,"6 vs 5",0.99,"-",NA,"-",NA
"12702","HEMK1",0.5949,"NA","163 vs 170","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"29 vs 36",0.6,"43 vs 54",1,"91 vs 80",1
"12703","WDHD1",0.5949,"NA","775 vs 711","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 6",0.98,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"115 vs 116",0.58,"217 vs 218",1.06,"437 vs 371",0.99
"12704","ZNF140",0.5948,"NA","124 vs 157","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 9",0.87,"-",NA,"-",NA,"-",NA,"-",NA,"14 vs 16",0.64,"-",NA,"-",NA,"29 vs 26",1.07,"-",NA,"76 vs 106",1
"12705","LRSAM1",0.5948,"NA","267 vs 272","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"110 vs 104",0.6,"156 vs 167",1,"-",NA
"12706","TMEM140",0.5947,"NA","569 vs 597","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"34 vs 40",0.6,"36 vs 36",1,"499 vs 521",1
"12707","ICAM3",0.5947,"NA","212 vs 195","-",NA,"-",NA,"-",NA,"-",NA,"8 vs 7",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"27 vs 24",0.76,"3 vs 4",1,"-",NA,"66 vs 57",0.84,"108 vs 103",1,"-",NA
"12708","SPESP1",0.5947,"NA","29 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 0",1.26,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"25 vs 37",0.47,"-",NA,"-",NA
"12709","OXER1",0.5945,"NA","667 vs 668","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 4",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"115 vs 109",0.64,"237 vs 229",1,"312 vs 326",1
"12710","OR5P3",0.5945,"NA","402 vs 400","-",NA,"-",NA,"6 vs 6",0.53,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"50 vs 40",1.13,"251 vs 252",1,"95 vs 102",1
"12711","TRIM16L",0.5945,"NA","112 vs 132","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 7",0.95,"-",NA,"1 vs 2",0.74,"-",NA,"-",NA,"16 vs 18",0.59,"-",NA,"-",NA,"27 vs 17",1.44,"65 vs 88",1,"-",NA
"12712","NXPH3",0.5945,"NA","63 vs 75","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"11 vs 15",0.58,"-",NA,"-",NA,"23 vs 15",1.02,"29 vs 45",1,"-",NA
"12713","SLC25A28",0.5945,"NA","8 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.95,"-",NA,"-",NA,"6 vs 11",0.63,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA
"12714","ZBTB7B",0.5944,"NA","267 vs 247","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.89,"-",NA,"-",NA,"33 vs 22",1.6,"-",NA,"201 vs 180",0.95,"32 vs 44",0.44,"-",NA,"-",NA
"12715","SCN7A",0.5944,NA,"923 vs 949","-",NA,"-",NA,"-",NA,"-",NA,"10 vs 10",0.91,"117 vs 119",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"223 vs 203",0.66,"392 vs 407",0.99,"181 vs 210",1
"12716","ACPP",0.5943,"NA","66 vs 72","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.99,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"50 vs 53",0.6,"13 vs 16",1,"-",NA
"12717","ACTN4",0.5942,"4","350 vs 337","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"14 vs 11",0.99,"-",NA,"-",NA,"22 vs 26",0.49,"42 vs 56",1,"195 vs 165",0.95,"24 vs 15",1.29,"53 vs 64",1,"-",NA
"12718","FSHR",0.5942,"NA","140 vs 149","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.08,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"93 vs 92",0.55,"44 vs 56",1,"-",NA
"12719","HS1BP3",0.5941,"NA","744 vs 784","-",NA,"-",NA,"-",NA,"-",NA,"43 vs 44",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"77 vs 85",0.63,"143 vs 169",0.99,"481 vs 486",1
"12720","KLHL34",0.5941,"NA","47 vs 56","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 6",0.7,"28 vs 37",1,"-",NA,"8 vs 10",0.81,"6 vs 3",1,"-",NA
"12721","AQP9",0.5939,"NA","74 vs 80","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"58 vs 59",0.62,"16 vs 20",1,"-",NA
"12722","HS3ST1",0.5939,"NA","89 vs 98","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"10 vs 9",0.98,"-",NA,"-",NA,"10 vs 22",0.61,"69 vs 67",1,"-",NA
"12723","ANGPTL4",0.5939,"NA","340 vs 335","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 1",1.26,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.2,"-",NA,"-",NA,"47 vs 54",0.4,"186 vs 183",1,"100 vs 97",1
"12724","RNF39",0.5938,"NA","623 vs 614","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 3",0.92,"-",NA,"16 vs 15",0.49,"53 vs 61",1,"131 vs 123",1,"14 vs 5",1.83,"-",NA,"395 vs 394",0.9,"14 vs 13",0.8,"-",NA,"-",NA
"12725","EIF4E1B",0.5938,"NA","132 vs 157","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 4",0.79,"-",NA,"-",NA,"38 vs 43",0.74,"92 vs 110",1.02,"-",NA
"12726","TMEM192",0.5936,"NA","46 vs 44","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"46 vs 44",0.59,"-",NA,"-",NA
"12727","PRPF8",0.5935,"NA","44 vs 50","1 vs 0",1.38,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"12 vs 12",0.81,"-",NA,"-",NA,"14 vs 16",0.67,"-",NA,"-",NA,"17 vs 22",0.79,"-",NA,"-",NA
"12728","FAM111B",0.5934,"NA","122 vs 136","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 7",0.9,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"68 vs 64",0.66,"14 vs 18",1,"36 vs 47",1
"12729","PGLYRP3",0.5934,"NA","1481 vs 1459","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.01,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"58 vs 54",0.6,"195 vs 199",0.99,"1225 vs 1204",0.99
"12730","SH3BGRL2",0.5932,"NA","28 vs 30","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"27 vs 30",0.57,"-",NA,"-",NA
"12731","NSDHL",0.5932,"NA","59 vs 56","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"25 vs 33",0.59,"34 vs 23",1,"-",NA
"12732","ADAM12",0.5931,"NA","796 vs 837","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.08,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.86,"-",NA,"-",NA,"104 vs 102",0.65,"87 vs 87",1,"602 vs 646",0.99
"12733","SLAMF8",0.593,"NA","425 vs 462","-",NA,"-",NA,"-",NA,"-",NA,"30 vs 33",0.92,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.1,"-",NA,"-",NA,"38 vs 43",0.59,"147 vs 143",1,"209 vs 243",1
"12734","OR5M10",0.593,"NA","59 vs 57","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"37 vs 44",0.59,"22 vs 13",1,"-",NA
"12735","ADAMTSL4",0.593,"NA","1489 vs 1503","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 3",0.89,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"228 vs 225",0.68,"402 vs 394",0.99,"859 vs 881",0.99
