"","Gene","BF","BF_filtered","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"15932","KRT12",0.6079,0.6024,"NA","153 vs 151","-",NA,"-",NA,"2 vs 3",0.96,"3 vs 4",0.75,"4 vs 8",0.83,"144 vs 136",1.01
"16699","RHBDF1",0.4367,0.6021,"NA","258 vs 256","-",NA,"-",NA,"2 vs 3",0.99,"2 vs 2",0.82,"25 vs 33",0.61,"229 vs 218",0.89
"16181","TRPV6",0.5595,0.6019,"NA","137 vs 139","-",NA,"-",NA,"0 vs 2",0.96,"-",NA,"59 vs 60",0.63,"78 vs 77",0.93
"17031","USP9X",0.3638,0.6019,"NA","22 vs 33","-",NA,"-",NA,"-",NA,"6 vs 6",0.6,"8 vs 16",0.61,"8 vs 11",0.99
"17283","AGO4",0.2904,0.6019,"3","33 vs 43","-",NA,"1 vs 1",0.58,"-",NA,"5 vs 4",0.84,"8 vs 19",0.6,"19 vs 19",0.98
"15949","FUS",0.6055,0.6017,"NA","56 vs 54","0 vs 1",0.42,"-",NA,"-",NA,"7 vs 4",1.6,"6 vs 7",0.9,"43 vs 42",1.01
"15718","SRSF5",0.6458,0.6013,"NA","14 vs 22","-",NA,"-",NA,"1 vs 0",1.02,"0 vs 2",0.62,"1 vs 0",1.05,"12 vs 20",0.97
"15972","ITIH4",0.6012,0.6012,"NA","251 vs 320","-",NA,"-",NA,"0 vs 0",1,"-",NA,"29 vs 31",0.75,"222 vs 289",0.8
"15677","ROR1",0.6528,0.6011,"NA","99 vs 76","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"32 vs 20",1.48,"67 vs 55",1.09
"17663","FAM129C",0.1327,0.6011,"NA","671 vs 719","-",NA,"-",NA,"4 vs 2",0.99,"68 vs 67",0.22,"9 vs 17",0.67,"590 vs 633",0.9
"15974","PTK2B",0.6009,0.6009,"NA","367 vs 394","-",NA,"-",NA,"-",NA,"-",NA,"31 vs 39",0.73,"336 vs 355",0.82
"15976","F12",0.6008,0.6008,"NA","142 vs 152","-",NA,"-",NA,"8 vs 2",1.19,"11 vs 14",0.57,"23 vs 31",0.91,"100 vs 105",0.98
"15978","ACVR1",0.6007,0.6007,"NA","132 vs 152","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 0",1.21,"10 vs 6",1.29,"121 vs 145",0.94
"15979","ENSA",0.6005,0.6005,"NA","81 vs 97","-",NA,"-",NA,"-",NA,"1 vs 2",0.7,"2 vs 5",0.87,"78 vs 90",0.99
"16132","TPR",0.5709,0.6002,"NA","615 vs 619","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"7 vs 9",0.97,"608 vs 608",0.95
"15706","PHLDA1",0.6473,0.5993,"NA","54 vs 62","-",NA,"-",NA,"0 vs 1",0.98,"2 vs 1",1.08,"15 vs 22",0.63,"37 vs 38",0.97
"15991","DEFA3",0.5992,0.5992,"NA","0 vs 4","-",NA,"-",NA,"-",NA,"0 vs 4",0.6,"-",NA,"-",NA
"16969","KDM3A",0.3801,0.5992,"NA","161 vs 148","-",NA,"1 vs 1",0.65,"-",NA,"5 vs 6",0.6,"31 vs 28",0.98,"124 vs 113",1
"15789","IK",0.6316,0.599,"NA","177 vs 203","-",NA,"-",NA,"1 vs 2",0.98,"4 vs 3",1.05,"72 vs 75",0.62,"100 vs 123",0.98
"16043","ZC3H12A",0.5897,0.5989,"NA","468 vs 461","-",NA,"-",NA,"-",NA,"-",NA,"101 vs 114",0.6,"367 vs 347",0.98
"16052","ZNF652",0.5877,0.5987,"NA","90 vs 77","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"10 vs 3",1.48,"80 vs 73",0.98
"15649","USP2",0.6563,0.5984,"NA","929 vs 851","-",NA,"-",NA,"1 vs 1",1,"-",NA,"7 vs 17",0.6,"921 vs 833",1.1
"16242","NTSR2",0.5471,0.5984,"NA","146 vs 165","-",NA,"-",NA,"8 vs 10",0.99,"3 vs 4",0.64,"8 vs 8",0.91,"127 vs 143",0.95
"15831","VIM",0.6241,0.5981,"NA","34 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"11 vs 19",0.6,"23 vs 18",1.04
"16059","C1QTNF5",0.5862,0.5979,"NA","11 vs 11","-",NA,"-",NA,"-",NA,"3 vs 5",0.6,"7 vs 6",0.98,"1 vs 0",1.01
"16121","HSF5",0.572,0.5979,"NA","335 vs 337","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"14 vs 18",0.76,"321 vs 318",0.96
"15988","NPTX1",0.5999,0.5978,"NA","48 vs 50","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"17 vs 20",0.76,"31 vs 29",1
"16185","ZNF236",0.5582,0.5977,"NA","940 vs 1040","2 vs 1",0.93,"-",NA,"-",NA,"-",NA,"174 vs 185",0.64,"764 vs 854",0.94
"16386","RTN1",0.5172,0.5974,"NA","306 vs 307","-",NA,"-",NA,"-",NA,"1 vs 2",0.7,"12 vs 13",0.86,"293 vs 292",0.87
"15770","SOD3",0.6366,0.5972,"NA","83 vs 60","-",NA,"-",NA,"1 vs 0",1.02,"4 vs 6",0.53,"71 vs 54",1.12,"7 vs 0",1.04
"15652","FAM78A",0.656,0.597,"NA","31 vs 31","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"9 vs 19",0.61,"22 vs 11",1.1
"15919","PTPRN",0.6093,0.5969,"NA","123 vs 132","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"42 vs 51",0.59,"80 vs 81",1.02
"16004","CHST14",0.5967,0.5967,"NA","35 vs 38","-",NA,"-",NA,"-",NA,"14 vs 15",0.55,"15 vs 11",1.13,"6 vs 12",0.97
"16010","TBCC",0.5957,0.5957,"NA","209 vs 241","-",NA,"-",NA,"-",NA,"-",NA,"7 vs 16",0.67,"202 vs 225",0.89
"15997","PRR7",0.5987,0.5955,"NA","9 vs 6","-",NA,"-",NA,"-",NA,"1 vs 4",0.45,"6 vs 1",1.31,"2 vs 1",1.01
"15842","STOML2",0.6222,0.5951,"NA","35 vs 40","-",NA,"0 vs 1",0.41,"-",NA,"2 vs 0",1.48,"27 vs 37",1,"6 vs 2",1.05
"16014","SESTD1",0.595,0.595,"NA","45 vs 45","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"14 vs 9",1.43,"31 vs 35",1.03
"16015","MRPS12",0.5949,0.5949,"NA","61 vs 87","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 12",0.62,"57 vs 75",0.96
"16756","ALPP",0.4244,0.5947,"NA","328 vs 323","-",NA,"-",NA,"4 vs 5",0.96,"0 vs 2",0.62,"65 vs 58",0.8,"259 vs 258",0.89
"16017","CD163",0.5945,0.5945,"NA","162 vs 187","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"35 vs 42",0.65,"127 vs 144",0.94
"15947","PCDHGA4",0.6056,0.5941,"NA","1299 vs 1257","-",NA,"-",NA,"5 vs 4",1.03,"-",NA,"26 vs 34",0.59,"1268 vs 1219",0.99
"16077","ITFG1",0.5833,0.5932,"NA","63 vs 54","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"16 vs 9",1.46,"47 vs 44",0.98
"16425","PASK",0.5079,0.5932,"NA","1095 vs 1154","-",NA,"-",NA,"63 vs 62",0.86,"-",NA,"45 vs 56",0.78,"987 vs 1036",0.76
"16114","SCCPDH",0.5734,0.5926,"NA","964 vs 1017","-",NA,"-",NA,"6 vs 6",0.97,"1 vs 3",0.58,"16 vs 10",1,"941 vs 998",1.03
"16024","ATXN7L3",0.5925,0.5925,"NA","10 vs 27","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 11",0.62,"8 vs 16",0.96
"16946","LRRC4B",0.3846,0.5924,"NA","109 vs 106","-",NA,"-",NA,"-",NA,"3 vs 4",0.59,"89 vs 86",0.65,"17 vs 16",0.99
"16275","NOXA1",0.5403,0.5922,"NA","402 vs 452","-",NA,"-",NA,"8 vs 8",0.94,"0 vs 2",0.62,"1 vs 1",0.97,"393 vs 441",0.96
"17086","ASAP2",0.3499,0.5922,"3","142 vs 157","1 vs 1",0.59,"-",NA,"-",NA,"2 vs 4",0.62,"2 vs 3",0.94,"137 vs 149",1.01
"16028","NALCN",0.5917,0.5917,"NA","452 vs 447","-",NA,"-",NA,"4 vs 5",0.96,"3 vs 8",0.34,"53 vs 41",1.95,"392 vs 393",0.94
"15968","IP6K1",0.6022,0.5916,"NA","76 vs 58","-",NA,"-",NA,"-",NA,"3 vs 5",0.59,"49 vs 36",1.01,"24 vs 17",1.01
"16065","COPB2",0.5851,0.5916,"NA","67 vs 62","-",NA,"-",NA,"-",NA,"1 vs 1",0.95,"16 vs 21",0.59,"50 vs 40",1.04
"16033","NCKIPSD",0.5912,0.5912,"NA","312 vs 337","-",NA,"-",NA,"0 vs 2",0.96,"0 vs 2",0.68,"-",NA,"312 vs 333",0.9
"16170","FAHD2B",0.562,0.591,"NA","80 vs 80","-",NA,"-",NA,"10 vs 9",0.95,"26 vs 32",0.41,"10 vs 4",1.42,"34 vs 35",1.03
"17436","TJP1",0.2316,0.591,"NA","419 vs 432","2 vs 2",0.39,"-",NA,"-",NA,"-",NA,"43 vs 44",0.69,"374 vs 386",0.85
"16037","MTR",0.5907,0.5907,"5","682 vs 735","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"40 vs 60",0.63,"641 vs 673",0.96
"16038","PRPF6",0.5905,0.5905,"NA","54 vs 50","-",NA,"-",NA,"-",NA,"5 vs 6",0.56,"14 vs 17",0.9,"35 vs 27",1.18
"15784","KCTD17",0.634,0.5903,"NA","45 vs 61","-",NA,"-",NA,"1 vs 0",1.02,"3 vs 4",0.61,"1 vs 0",1.05,"40 vs 57",0.96
"16039","POLQ",0.5903,0.5903,"NA","1858 vs 1889","-",NA,"-",NA,"16 vs 24",0.75,"-",NA,"2 vs 6",0.81,"1840 vs 1859",0.96
"15969","GPR157",0.602,0.5898,"NA","606 vs 653","-",NA,"-",NA,"1 vs 0",1.02,"1 vs 3",0.66,"91 vs 107",0.89,"513 vs 543",1.01
"16240","ZSCAN5A",0.5477,0.5897,"NA","244 vs 231","-",NA,"-",NA,"1 vs 1",1,"0 vs 1",0.79,"4 vs 9",0.75,"239 vs 220",0.93
"16045","ZBTB4",0.5892,0.5892,"NA","172 vs 185","-",NA,"-",NA,"-",NA,"-",NA,"51 vs 53",0.69,"121 vs 132",0.86
"16046","TRPM7",0.5889,0.5889,"NA","164 vs 197","-",NA,"-",NA,"-",NA,"2 vs 3",0.64,"8 vs 10",0.96,"154 vs 184",0.96
"15929","KDM4B",0.6081,0.5888,"4","122 vs 93","-",NA,"-",NA,"-",NA,"2 vs 5",0.41,"21 vs 12",1.43,"99 vs 76",1.03
"15116","DBNL",0.7257,0.5885,"NA","118 vs 165","-",NA,"-",NA,"-",NA,"26 vs 39",0.67,"4 vs 5",0.88,"88 vs 121",1.23
"15973","EGR4",0.601,0.5885,"NA","75 vs 90","-",NA,"-",NA,"4 vs 8",0.97,"-",NA,"26 vs 37",0.61,"45 vs 45",1.02
"15435","PTPRE",0.6859,0.5884,"NA","99 vs 99","-",NA,"-",NA,"1 vs 1",1,"1 vs 3",0.59,"38 vs 31",0.84,"59 vs 64",1.38
"15900","PSMC4",0.613,0.5884,"NA","8 vs 9","-",NA,"-",NA,"-",NA,"1 vs 3",0.59,"3 vs 2",1.05,"4 vs 4",1
"15967","TPM2",0.6024,0.5884,"NA","3 vs 4","-",NA,"-",NA,"0 vs 0",1,"1 vs 3",0.59,"2 vs 1",1.02,"-",NA
"16457","SETBP1",0.5007,0.5884,"3","470 vs 445","-",NA,"-",NA,"-",NA,"1 vs 3",0.59,"179 vs 167",0.83,"290 vs 275",1.02
"16316","EHMT2",0.5314,0.5878,"NA","206 vs 204","-",NA,"-",NA,"0 vs 1",0.98,"30 vs 24",0.9,"20 vs 28",0.6,"156 vs 151",1
"16178","CLASP1",0.5605,0.5876,"3","324 vs 367","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 1",0.95,"40 vs 31",1.45,"283 vs 334",0.97
"15852","SRC",0.6209,0.5875,"NA","16 vs 12","-",NA,"0 vs 1",0.41,"-",NA,"6 vs 3",1.45,"9 vs 7",1.06,"1 vs 1",1
"16056","PIWIL1",0.5867,0.5867,"NA","69 vs 83","-",NA,"-",NA,"0 vs 1",0.98,"0 vs 1",0.79,"35 vs 39",0.82,"34 vs 42",0.93
"15244","FBXL6",0.7103,0.5865,"NA","947 vs 1007","-",NA,"-",NA,"5 vs 9",0.89,"0 vs 1",0.79,"19 vs 20",0.84,"923 vs 977",1.21
"15846","VWF",0.6216,0.5864,"NA","2161 vs 2199","-",NA,"-",NA,"10 vs 7",1.06,"0 vs 2",0.62,"16 vs 19",0.88,"2135 vs 2171",1.08
"16012","KLK15",0.5954,0.5862,"NA","179 vs 171","-",NA,"-",NA,"1 vs 1",1,"-",NA,"64 vs 69",0.59,"114 vs 101",1.02
"15879","ZNF525",0.6166,0.5861,"NA","223 vs 247","-",NA,"-",NA,"32 vs 48",0.9,"2 vs 3",0.67,"1 vs 0",1.05,"188 vs 196",0.97
"16061","BHLHE22",0.5858,0.5858,"NA","48 vs 47","-",NA,"-",NA,"-",NA,"35 vs 37",0.44,"8 vs 2",1.33,"5 vs 8",1
"16062","HMX3",0.5856,0.5856,"NA","85 vs 110","-",NA,"-",NA,"-",NA,"-",NA,"23 vs 37",0.61,"62 vs 73",0.96
"16597","RHOBTB2",0.4657,0.5854,"NA","174 vs 188","-",NA,"2 vs 1",1.03,"-",NA,"4 vs 4",0.77,"70 vs 73",0.61,"98 vs 110",0.97
"16064","GNA13",0.5853,0.5853,"NA","95 vs 114","-",NA,"-",NA,"-",NA,"2 vs 3",0.71,"53 vs 61",0.86,"40 vs 50",0.95
"16138","ATRX",0.5695,0.5853,"4","207 vs 216","-",NA,"-",NA,"-",NA,"1 vs 3",0.59,"55 vs 66",0.99,"151 vs 147",0.97
"16443","NFE2L3",0.5042,0.5853,"3","393 vs 399","-",NA,"-",NA,"1 vs 2",0.98,"2 vs 3",0.7,"48 vs 56",0.86,"342 vs 338",0.86
"16229","LIPG",0.55,0.5852,"NA","294 vs 298","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"10 vs 20",0.6,"284 vs 277",0.94
"16058","MTO1",0.5864,0.5849,"NA","194 vs 198","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"4 vs 13",0.6,"189 vs 183",1
"16066","DVL3",0.5849,0.5849,"4","69 vs 89","1 vs 0",1.58,"-",NA,"-",NA,"0 vs 2",0.62,"51 vs 60",0.64,"17 vs 27",0.94
"16067","ARF6",0.5847,0.5847,"NA","0 vs 3","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"0 vs 1",0.95,"-",NA
"16068","NPIPA5",0.5846,0.5846,"NA","159 vs 240","-",NA,"2 vs 0",2.54,"-",NA,"5 vs 11",0.24,"71 vs 113",0.96,"81 vs 116",0.98
"16019","GALNT10",0.5942,0.5843,"NA","71 vs 81","-",NA,"-",NA,"4 vs 3",1.05,"-",NA,"22 vs 37",0.58,"45 vs 41",0.96
"16175","PCDH19",0.5612,0.5842,NA,"99 vs 98","-",NA,"-",NA,"-",NA,"1 vs 3",0.55,"37 vs 39",1.07,"61 vs 56",0.96
"16069","EIF3A",0.5841,0.5841,"NA","296 vs 339","-",NA,"-",NA,"-",NA,"-",NA,"85 vs 113",0.63,"211 vs 226",0.92
"16073","GPER1",0.5836,0.5836,"NA","195 vs 214","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"19 vs 11",1.48,"176 vs 202",0.97
"16074","F10",0.5836,0.5836,"NA","180 vs 217","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"86 vs 97",0.59,"94 vs 119",1.01
"16075","KMT5C",0.5836,0.5836,"NA","66 vs 41","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"16 vs 12",1.19,"50 vs 28",1.21
"16109","HIST1H2AJ",0.5749,0.5835,"NA","11 vs 9","-",NA,"-",NA,"1 vs 1",0.99,"4 vs 6",0.5,"6 vs 2",1.18,"-",NA
"16438","CPAMD8",0.5052,0.5835,"NA","2682 vs 2817","-",NA,"-",NA,"4 vs 8",0.9,"67 vs 95",0.7,"106 vs 101",0.87,"2505 vs 2613",0.93
"15802","NAV1",0.6296,0.5834,"NA","853 vs 850","-",NA,"-",NA,"-",NA,"13 vs 14",0.58,"80 vs 87",1.19,"760 vs 749",0.91
"16211","LTF",0.5535,0.5834,"NA","361 vs 363","-",NA,"-",NA,"10 vs 10",0.95,"3 vs 4",0.67,"-",NA,"348 vs 349",0.87
"16078","FBXW9",0.5832,0.5832,"NA","649 vs 684","-",NA,"-",NA,"0 vs 2",0.96,"-",NA,"37 vs 45",0.62,"612 vs 637",0.98
"16329","INF2",0.5291,0.5824,"NA","612 vs 599","2 vs 1",0.88,"-",NA,"-",NA,"5 vs 8",0.43,"8 vs 7",1.03,"597 vs 583",1.36
"15941","CKMT1A",0.6068,0.5823,"NA","14 vs 16","-",NA,"-",NA,"2 vs 0",1.04,"4 vs 5",0.61,"5 vs 6",0.97,"3 vs 5",0.99
"15820","RADX",0.6265,0.5822,"NA","25 vs 23","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"4 vs 7",0.94,"21 vs 14",1.08
"16047","CLINT1",0.5886,0.5822,"NA","112 vs 98","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"4 vs 7",0.94,"108 vs 89",1.01
"16087","PLCL1",0.5819,0.5821,"NA","506 vs 520","-",NA,"-",NA,"1 vs 1",1,"-",NA,"23 vs 28",0.64,"482 vs 491",0.91
"15907","FXYD1",0.6112,0.582,"NA","99 vs 103","-",NA,"-",NA,"-",NA,"1 vs 3",0.59,"98 vs 98",1.05,"0 vs 2",0.99
"16085","TK1",0.5819,0.5819,"NA","34 vs 48","-",NA,"-",NA,"-",NA,"-",NA,"26 vs 35",0.6,"8 vs 13",0.98
"15975","KCNC1",0.6009,0.5815,"4","14 vs 14","-",NA,"-",NA,"-",NA,"7 vs 8",0.58,"7 vs 6",1.03,"-",NA
"16089","CETN2",0.5815,0.5815,"NA","0 vs 4","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"0 vs 1",0.95,"0 vs 1",0.99
"16090","ZSCAN25",0.5809,0.5809,"NA","155 vs 185","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"10 vs 21",0.65,"145 vs 163",0.91
"15825","RHCE",0.6254,0.5806,"NA","274 vs 296","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"32 vs 20",1.08,"242 vs 274",0.94
"16030","ZBTB1",0.5916,0.5802,"NA","213 vs 219","-",NA,"1 vs 0",1.59,"-",NA,"170 vs 180",0.5,"11 vs 15",0.73,"31 vs 24",1.02
"16228","BTN1A1",0.5506,0.5802,"NA","183 vs 165","-",NA,"-",NA,"3 vs 4",0.98,"-",NA,"37 vs 46",0.59,"143 vs 115",0.95
"16140","HECW2",0.569,0.5801,"3","227 vs 237","1 vs 0",1.58,"-",NA,"-",NA,"3 vs 6",0.49,"60 vs 71",0.76,"163 vs 160",0.98
"16025","P2RX1",0.592,0.58,"NA","48 vs 55","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"11 vs 21",0.58,"35 vs 34",0.98
"16095","SNORC",0.5798,0.5798,"NA","7 vs 13","-",NA,"-",NA,"-",NA,"1 vs 2",0.73,"6 vs 8",0.8,"0 vs 3",0.99
"16097","NPY",0.5793,0.5793,"NA","430 vs 464","-",NA,"0 vs 0",1,"-",NA,"422 vs 457",0.53,"3 vs 1",1.1,"5 vs 6",1
"15687","RARRES1",0.6514,0.5791,"NA","103 vs 111","-",NA,"-",NA,"3 vs 0",1.06,"-",NA,"63 vs 88",0.58,"37 vs 23",1.06
"16205","EPHB3",0.5542,0.5786,"NA","133 vs 123","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"38 vs 36",1.43,"95 vs 86",0.96
"16491","GNAZ",0.492,0.5781,"NA","11 vs 13","-",NA,"-",NA,"-",NA,"2 vs 4",0.58,"9 vs 9",0.85,"-",NA
"16134","SLU7",0.5704,0.5779,"NA","317 vs 308","-",NA,"-",NA,"2 vs 1",1.02,"1 vs 2",0.75,"4 vs 8",0.77,"310 vs 297",0.97
"16093","FAM120A",0.5802,0.5778,"NA","46 vs 41","0 vs 1",0.42,"-",NA,"-",NA,"8 vs 4",1.51,"12 vs 14",0.91,"26 vs 22",1
"15865","JAKMIP1",0.6192,0.5768,"5","58 vs 54","-",NA,"-",NA,"-",NA,"-",NA,"29 vs 40",0.58,"29 vs 14",1.07
"15958","MRPS34",0.6037,0.5763,"NA","394 vs 407","-",NA,"-",NA,"2 vs 1",1,"317 vs 326",0.57,"1 vs 0",1.05,"74 vs 80",1.02
"16330","AFF2",0.529,0.5752,"4","81 vs 84","-",NA,"-",NA,"-",NA,"0 vs 2",0.62,"7 vs 7",0.92,"74 vs 75",0.93
"16230","ZFYVE9",0.55,0.5751,"NA","389 vs 370","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"20 vs 12",1.42,"369 vs 357",0.96
"15917","ATP2A1",0.6101,0.5749,"NA","119 vs 126","-",NA,"-",NA,"2 vs 3",0.97,"-",NA,"55 vs 62",0.59,"62 vs 61",1.06
"16218","CUL1",0.5522,0.5736,"NA","7 vs 10","1 vs 0",1.58,"-",NA,"-",NA,"1 vs 5",0.36,"5 vs 5",0.96,"-",NA
"16180","RUSC1",0.5595,0.5733,"NA","233 vs 232","-",NA,"-",NA,"-",NA,"3 vs 1",1.31,"119 vs 136",0.44,"111 vs 95",0.98
"16117","PPIP5K2",0.5729,0.5729,"NA","1202 vs 1224","-",NA,"-",NA,"9 vs 4",1.16,"3 vs 6",0.46,"9 vs 4",1.24,"1181 vs 1210",0.87
"16143","USP14",0.568,0.5729,"NA","57 vs 59","-",NA,"-",NA,"-",NA,"0 vs 2",0.68,"6 vs 14",0.84,"51 vs 43",0.99
"16034","UBQLN4",0.5909,0.5723,"NA","155 vs 125","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"22 vs 23",0.73,"133 vs 101",1.03
"16122","KCNJ15",0.5719,0.5719,"4","160 vs 172","-",NA,"-",NA,"-",NA,"-",NA,"7 vs 14",0.62,"153 vs 158",0.92
"16334","MALT1",0.5278,0.5718,"NA","540 vs 500","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"18 vs 14",1.41,"522 vs 485",0.92
"16125","HES3",0.5716,0.5716,"NA","224 vs 281","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"152 vs 177",0.73,"72 vs 103",1
"16477","SMAD4",0.495,0.5716,"3","31 vs 24","-",NA,"-",NA,"-",NA,"2 vs 5",0.57,"9 vs 9",0.84,"20 vs 10",1.03
"16300","TFR2",0.535,0.5711,"NA","477 vs 501","-",NA,"-",NA,"0 vs 3",0.94,"-",NA,"318 vs 341",0.61,"159 vs 157",0.94
"16088","CNTN1",0.5819,0.5708,"NA","110 vs 93","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"28 vs 20",1.36,"82 vs 72",1.02
"16133","KLHL5",0.5708,0.5708,"NA","223 vs 268","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"14 vs 26",0.6,"209 vs 241",0.97
"17450","DAPK1",0.2262,0.5708,"5","283 vs 286","2 vs 2",0.44,"-",NA,"-",NA,"-",NA,"9 vs 20",0.57,"272 vs 264",0.9
"16147","MTOR",0.5673,0.5707,"3","184 vs 185","2 vs 0",2.5,"-",NA,"-",NA,"7 vs 12",0.29,"43 vs 50",0.8,"132 vs 123",0.99
"16219","LPAR1",0.5521,0.5699,"NA","31 vs 35","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"6 vs 11",0.73,"25 vs 23",0.97
"16182","CYB5D1",0.5591,0.5692,"NA","131 vs 133","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"72 vs 75",0.58,"59 vs 57",0.98
"16142","ANTXR1",0.5686,0.5686,"NA","150 vs 170","-",NA,"-",NA,"-",NA,"1 vs 2",0.75,"2 vs 7",0.78,"147 vs 161",0.97
"16145","TRIM16L",0.5677,0.5677,"NA","112 vs 132","-",NA,"-",NA,"3 vs 7",0.97,"1 vs 2",0.75,"16 vs 18",0.77,"92 vs 105",1.02
"16232","IFT122",0.5496,0.5671,"NA","506 vs 516","-",NA,"-",NA,"15 vs 11",0.97,"2 vs 3",0.71,"2 vs 6",0.8,"487 vs 496",0.99
"16148","RSF1",0.567,0.567,"NA","733 vs 790","-",NA,"-",NA,"-",NA,"5 vs 3",1.16,"52 vs 61",0.46,"676 vs 726",1.06
"16191","EIF4G1",0.5572,0.5666,"NA","596 vs 614","-",NA,"-",NA,"-",NA,"5 vs 4",0.98,"59 vs 72",0.61,"532 vs 538",0.93
"16112","PLCL2",0.5745,0.5664,"NA","60 vs 57","-",NA,"-",NA,"-",NA,"1 vs 2",0.75,"12 vs 16",0.76,"47 vs 39",1.01
"16213","KRTAP2-3",0.5532,0.5664,"NA","14 vs 13","-",NA,"-",NA,"8 vs 5",0.98,"3 vs 7",0.5,"3 vs 1",1.13,"-",NA
"16198","ZNF823",0.5559,0.5663,"NA","385 vs 396","-",NA,"-",NA,"0 vs 2",0.97,"-",NA,"137 vs 150",0.58,"248 vs 244",0.98
"15571","HLA-DRB5",0.6659,0.5659,"NA","2122 vs 2735","-",NA,"-",NA,"-",NA,"1 vs 2",0.7,"0 vs 21",0.81,"2121 vs 2712",1.18
"16151","BCAT2",0.5663,0.5658,"NA","252 vs 238","-",NA,"-",NA,"-",NA,"-",NA,"25 vs 30",0.57,"227 vs 208",1
"16099","RBM45",0.5788,0.5657,"NA","33 vs 36","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"14 vs 23",0.58,"18 vs 11",1.02
"16154","NAMPT",0.5656,0.5656,"NA","11 vs 11","-",NA,"-",NA,"-",NA,"0 vs 3",0.48,"10 vs 7",1.17,"1 vs 1",1
"16372","EPHB4",0.5192,0.5656,"NA","219 vs 199","-",NA,"-",NA,"-",NA,"-",NA,"51 vs 52",0.57,"168 vs 147",0.92
"17339","UNC79",0.2669,0.5654,"3","514 vs 519","-",NA,"-",NA,"-",NA,"221 vs 220",0.47,"84 vs 87",0.54,"209 vs 212",1.05
"16694","KIAA0100",0.4383,0.565,"NA","758 vs 768","-",NA,"-",NA,"1 vs 4",0.95,"0 vs 1",0.79,"50 vs 49",0.78,"707 vs 714",0.76
"16159","WNT6",0.5649,0.5649,"NA","20 vs 16","-",NA,"-",NA,"-",NA,"0 vs 3",0.48,"20 vs 11",1.18,"0 vs 2",0.99
"16200","IL21R",0.555,0.5644,"NA","304 vs 285","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"11 vs 4",1.39,"293 vs 280",0.98
"15926","TYW1",0.6084,0.5642,"NA","185 vs 223","-",NA,"-",NA,"3 vs 0",1.08,"-",NA,"11 vs 21",0.59,"171 vs 202",0.96
"15964","KLF10",0.603,0.5642,"NA","116 vs 95","-",NA,"-",NA,"-",NA,"0 vs 3",0.48,"3 vs 0",1.16,"113 vs 92",1.07
"16460","GSTT2B",0.4997,0.5642,"NA","737 vs 863","-",NA,"-",NA,"-",NA,"13 vs 9",0.89,"724 vs 854",0.56,"-",NA
"16153","NODAL",0.5657,0.5641,"NA","22 vs 31","-",NA,"-",NA,"-",NA,"-",NA,"9 vs 21",0.56,"13 vs 10",1
"16604","GPR162",0.4634,0.5637,"NA","208 vs 202","-",NA,"-",NA,"1 vs 1",0.99,"11 vs 8",0.83,"9 vs 19",0.56,"187 vs 174",1.01
