"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"10560","BOLL",0.7947,"NA","21 vs 37","-",NA,"-",NA,"3 vs 2",1.06,"-",NA,"5 vs 7",0.92,"13 vs 28",0.81
"10561","OR5H14",0.7946,"NA","13 vs 27","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 27",0.79
"10562","SYNGR4",0.7946,"NA","92 vs 87","-",NA,"-",NA,"8 vs 10",0.8,"-",NA,"-",NA,"84 vs 77",1
"10563","ERP29",0.7945,"NA","39 vs 33","-",NA,"1 vs 1",0.76,"-",NA,"-",NA,"-",NA,"38 vs 32",1.04
"10564","PKDCC",0.7945,"NA","111 vs 121","-",NA,"-",NA,"2 vs 0",1.13,"18 vs 14",1.17,"5 vs 6",0.98,"86 vs 101",0.61
"10565","TNK2",0.7945,"NA","524 vs 500","-",NA,"-",NA,"11 vs 8",1.08,"-",NA,"62 vs 47",1.09,"451 vs 445",0.68
"10566","HRASLS5",0.7944,"NA","115 vs 107","-",NA,"-",NA,"6 vs 6",0.84,"-",NA,"-",NA,"109 vs 101",0.95
"10567","EFS",0.7943,"NA","179 vs 176","-",NA,"-",NA,"7 vs 7",0.82,"-",NA,"-",NA,"172 vs 169",0.97
"10568","CTNNB1",0.7943,"3","49 vs 54","-",NA,"-",NA,"-",NA,"7 vs 6",0.97,"18 vs 22",0.85,"24 vs 26",0.97
"10569","POLR3F",0.7943,"NA","56 vs 51","-",NA,"-",NA,"11 vs 10",1.02,"0 vs 1",0.83,"4 vs 11",0.83,"41 vs 29",1.12
"10570","TXK",0.7943,"NA","115 vs 123","-",NA,"-",NA,"3 vs 6",0.88,"-",NA,"-",NA,"112 vs 117",0.91
"10571","WDR53",0.7941,"NA","70 vs 73","-",NA,"-",NA,"5 vs 6",0.86,"-",NA,"2 vs 3",0.96,"63 vs 64",0.97
"10572","DEDD2",0.7941,"NA","58 vs 59","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"29 vs 29",0.85,"29 vs 29",1
"10573","LY6G6C",0.7941,"NA","29 vs 36","-",NA,"-",NA,"2 vs 4",0.86,"-",NA,"2 vs 1",1.01,"25 vs 31",0.92
"10574","BLOC1S2",0.7941,"NA","18 vs 19","-",NA,"-",NA,"6 vs 8",0.85,"-",NA,"0 vs 1",0.97,"12 vs 10",0.97
"10575","ANKEF1",0.794,"NA","201 vs 202","-",NA,"-",NA,"8 vs 8",0.97,"-",NA,"-",NA,"193 vs 194",0.81
"10576","ZNF311",0.7939,"NA","143 vs 134","-",NA,"-",NA,"2 vs 3",0.92,"-",NA,"5 vs 5",0.96,"136 vs 126",0.9
"10577","GXYLT2",0.7938,"NA","97 vs 93","-",NA,"-",NA,"2 vs 3",0.93,"-",NA,"-",NA,"95 vs 90",0.86
"10578","CX3CL1",0.7936,"NA","120 vs 126","-",NA,"-",NA,"-",NA,"-",NA,"10 vs 13",0.91,"110 vs 113",0.87
"10579","IPO7",0.7936,"NA","53 vs 56","-",NA,"-",NA,"-",NA,"-",NA,"28 vs 25",0.94,"25 vs 31",0.85
"10580","MAP2K5",0.7935,"NA","45 vs 65","-",NA,"-",NA,"1 vs 0",1.06,"1 vs 1",0.97,"15 vs 15",0.9,"28 vs 49",0.85
"10581","GIGYF2",0.7934,"2","266 vs 224","2 vs 2",0.47,"-",NA,"-",NA,"-",NA,"34 vs 42",0.86,"230 vs 180",1.97
"10582","PRAME",0.7934,"NA","139 vs 160","-",NA,"-",NA,"8 vs 5",1.07,"-",NA,"-",NA,"131 vs 155",0.74
"10583","TMEM176B",0.7934,"NA","116 vs 133","-",NA,"-",NA,"2 vs 2",1.04,"-",NA,"-",NA,"114 vs 131",0.76
"10584","AARS2",0.7934,"NA","250 vs 277","-",NA,"-",NA,"10 vs 9",1.4,"-",NA,"8 vs 9",0.96,"232 vs 259",0.59
"10585","ADM",0.7934,"NA","27 vs 30","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 10",0.78,"23 vs 20",1.02
"10586","BRI3BP",0.7933,"NA","69 vs 68","-",NA,"-",NA,"0 vs 1",0.94,"14 vs 12",0.94,"25 vs 35",0.79,"30 vs 20",1.14
"10587","FBXO44",0.7933,"NA","73 vs 75","-",NA,"-",NA,"2 vs 3",0.97,"-",NA,"30 vs 29",0.97,"41 vs 43",0.84
"10588","MDFIC",0.7933,"NA","6 vs 11","-",NA,"-",NA,"6 vs 11",0.79,"-",NA,"-",NA,"-",NA
"10589","SFTA3",0.7933,"NA","40 vs 50","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"40 vs 49",0.85
"10590","PIGF",0.7931,"NA","22 vs 25","-",NA,"-",NA,"1 vs 0",1.06,"0 vs 1",0.83,"-",NA,"21 vs 24",0.89
"10591","TRMT10A",0.7931,"NA","67 vs 68","-",NA,"-",NA,"3 vs 5",0.8,"-",NA,"-",NA,"64 vs 63",0.99
"10592","SDF2",0.793,"NA","42 vs 39","-",NA,"-",NA,"1 vs 3",0.87,"-",NA,"28 vs 27",0.88,"13 vs 9",1.04
"10593","SERPINE3",0.793,"NA","90 vs 102","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"89 vs 100",0.81
"10594","ZC2HC1A",0.7929,"NA","54 vs 63","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"54 vs 62",0.85
"10595","METTL18",0.7928,"NA","83 vs 90","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"81 vs 88",0.81
"10596","OR2T10",0.7928,"4","36 vs 47","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"36 vs 47",0.79
"10597","CNTNAP3B",0.7927,"NA","6 vs 16","-",NA,"-",NA,"6 vs 16",0.79,"-",NA,"-",NA,"-",NA
"10598","C8orf59",0.7927,"NA","48 vs 49","-",NA,"-",NA,"13 vs 10",0.91,"-",NA,"-",NA,"35 vs 39",0.87
"10599","ALDH3B2",0.7927,"NA","131 vs 143","-",NA,"-",NA,"6 vs 5",0.95,"-",NA,"0 vs 1",0.97,"125 vs 137",0.86
"10600","RALGDS",0.7926,"NA","245 vs 243","-",NA,"2 vs 1",1.13,"-",NA,"-",NA,"20 vs 32",0.63,"223 vs 210",1.11
"10601","LGALS16",0.7926,"NA","70 vs 78","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"70 vs 77",0.85
"10602","EBNA1BP2",0.7925,"NA","56 vs 66","-",NA,"-",NA,"9 vs 10",0.94,"-",NA,"5 vs 4",1.01,"42 vs 52",0.83
"10603","C11orf45",0.7925,"NA","46 vs 55","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"46 vs 54",0.85
"10604","OR13G1",0.7924,"NA","77 vs 90","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"77 vs 90",0.79
"10605","ZNF254",0.7924,"NA","161 vs 160","-",NA,"-",NA,"1 vs 0",1.06,"-",NA,"-",NA,"160 vs 160",0.74
"10606","CHRNA4",0.7923,"NA","226 vs 217","-",NA,"-",NA,"2 vs 3",0.89,"-",NA,"93 vs 93",0.78,"131 vs 121",1.14
"10607","SMU1",0.7922,"NA","2 vs 4","-",NA,"-",NA,"-",NA,"0 vs 1",0.83,"2 vs 3",0.95,"-",NA
"10608","HERC6",0.7921,"NA","141 vs 149","-",NA,"-",NA,"9 vs 9",0.9,"-",NA,"-",NA,"132 vs 140",0.88
"10609","EAF2",0.7921,"NA","48 vs 53","-",NA,"-",NA,"2 vs 3",0.92,"-",NA,"-",NA,"46 vs 50",0.86
"10610","AKAP9",0.7921,"3","920 vs 927","-",NA,"-",NA,"23 vs 13",1.83,"-",NA,"-",NA,"897 vs 914",0.43
"10611","TMPO",0.792,"NA","141 vs 151","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"141 vs 151",0.79
"10612","TRIM58",0.7921,"NA","118 vs 160","-",NA,"-",NA,"6 vs 5",1.08,"3 vs 1",1.5,"10 vs 11",0.92,"99 vs 143",0.53
"10613","GJB4",0.792,"NA","142 vs 153","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"142 vs 152",0.85
"10614","RGS11",0.7919,"NA","192 vs 182","-",NA,"-",NA,"22 vs 22",0.88,"-",NA,"-",NA,"170 vs 160",0.9
"10615","POMC",0.7919,"NA","103 vs 87","-",NA,"-",NA,"8 vs 9",0.77,"-",NA,"33 vs 32",0.95,"62 vs 46",1.08
"10616","RAD54B",0.7918,"NA","202 vs 228","-",NA,"-",NA,"13 vs 12",0.88,"-",NA,"-",NA,"189 vs 216",0.9
"10617","TTC33",0.7917,"NA","47 vs 36","-",NA,"-",NA,"3 vs 7",0.69,"-",NA,"-",NA,"44 vs 29",1.15
"10618","AOAH",0.7916,"NA","135 vs 148","-",NA,"-",NA,"6 vs 4",1.27,"-",NA,"-",NA,"129 vs 144",0.62
"10619","ZNF334",0.7915,"NA","190 vs 190","-",NA,"-",NA,"2 vs 0",1.13,"-",NA,"-",NA,"188 vs 190",0.7
"10620","LGI4",0.7915,"NA","123 vs 135","-",NA,"-",NA,"7 vs 2",1.34,"-",NA,"9 vs 14",0.83,"107 vs 119",0.71
"10621","SSBP1",0.7915,"NA","16 vs 23","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"2 vs 7",0.87,"14 vs 15",0.97
"10622","WDSUB1",0.7915,"NA","193 vs 185","-",NA,"-",NA,"16 vs 16",0.85,"-",NA,"-",NA,"177 vs 169",0.93
"10623","SGSM3",0.7914,"4","193 vs 203","-",NA,"-",NA,"10 vs 10",0.81,"-",NA,"-",NA,"183 vs 193",0.98
"10624","VSNL1",0.7914,"NA","9 vs 8","-",NA,"-",NA,"-",NA,"5 vs 5",0.77,"4 vs 3",1.03,"-",NA
"10625","PRM2",0.7913,"NA","37 vs 47","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"37 vs 47",0.79
"10626","TIMM50",0.7913,"NA","112 vs 121","-",NA,"-",NA,"4 vs 3",1.14,"-",NA,"27 vs 29",0.88,"81 vs 89",0.79
"10627","CHMP5",0.7913,"NA","9 vs 18","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 6",0.87,"7 vs 12",0.91
"10628","FAM129B",0.7913,"NA","309 vs 300","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"45 vs 42",1.02,"262 vs 257",0.73
"10629","CNN3",0.7912,"NA","30 vs 26","-",NA,"2 vs 1",0.98,"-",NA,"0 vs 1",0.83,"12 vs 13",0.92,"16 vs 11",1.05
"10630","EML5",0.7911,"NA","273 vs 265","-",NA,"-",NA,"9 vs 9",1.26,"1 vs 4",0.55,"36 vs 33",1.15,"227 vs 219",0.98
"10631","DHX57",0.7911,"NA","358 vs 375","-",NA,"-",NA,"30 vs 17",1.39,"-",NA,"-",NA,"328 vs 358",0.57
"10632","FCER1A",0.791,"NA","48 vs 56","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"47 vs 54",0.81
"10633","MBOAT1",0.791,"NA","127 vs 139","-",NA,"-",NA,"4 vs 5",0.92,"-",NA,"-",NA,"123 vs 134",0.86
"10634","PCDHA4",0.7909,"4","3 vs 7","-",NA,"-",NA,"3 vs 7",0.79,"-",NA,"-",NA,"-",NA
"10635","SERPINE1",0.7907,"4","76 vs 76","-",NA,"-",NA,"0 vs 2",0.87,"-",NA,"8 vs 5",0.99,"68 vs 69",0.91
"10636","DDB2",0.7907,"NA","66 vs 76","-",NA,"-",NA,"1 vs 3",0.87,"-",NA,"17 vs 22",0.93,"48 vs 51",0.98
"10637","ETV7",0.7906,"NA","100 vs 110","-",NA,"-",NA,"4 vs 5",0.94,"-",NA,"1 vs 0",1.03,"95 vs 105",0.81
"10638","SF3A1",0.7905,"NA","56 vs 65","-",NA,"1 vs 1",0.76,"-",NA,"8 vs 4",1.52,"13 vs 30",0.69,"34 vs 30",0.99
"10639","STX6",0.7905,"NA","59 vs 67","-",NA,"-",NA,"1 vs 4",0.85,"-",NA,"-",NA,"58 vs 63",0.93
"10640","C11orf16",0.7905,"NA","150 vs 147","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"150 vs 147",0.79
"10641","NSMCE1",0.7904,"NA","41 vs 53","-",NA,"-",NA,"6 vs 3",1.15,"-",NA,"19 vs 20",0.82,"16 vs 30",0.83
"10642","RTBDN",0.7903,"NA","68 vs 77","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"7 vs 5",1.02,"61 vs 71",0.83
"10643","RNF13",0.7903,"NA","22 vs 42","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"-",NA,"20 vs 41",0.75
"10644","KCNN1",0.7903,"NA","78 vs 59","-",NA,"0 vs 1",0.51,"-",NA,"6 vs 4",1.22,"11 vs 11",1,"61 vs 43",1.27
"10645","HTR1A",0.7903,"NA","84 vs 79","-",NA,"-",NA,"1 vs 1",1,"-",NA,"46 vs 39",0.85,"37 vs 39",0.93
"10646","SPINK1",0.7901,"NA","45 vs 56","-",NA,"-",NA,"1 vs 3",0.86,"-",NA,"-",NA,"44 vs 53",0.92
"10647","OR6C65",0.7901,"NA","40 vs 57","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"40 vs 57",0.79
"10648","LRRC30",0.79,"NA","81 vs 109","-",NA,"-",NA,"3 vs 4",0.91,"-",NA,"-",NA,"78 vs 105",0.86
"10649","CTU2",0.7899,"NA","12 vs 15","-",NA,"-",NA,"12 vs 15",0.79,"-",NA,"-",NA,"-",NA
"10650","WIPF1",0.7898,"NA","142 vs 154","-",NA,"-",NA,"-",NA,"-",NA,"45 vs 47",1.02,"97 vs 107",0.78
"10651","NFKBIA",0.7897,"NA","54 vs 60","-",NA,"-",NA,"-",NA,"-",NA,"29 vs 30",0.84,"25 vs 30",0.94
"10652","FBXO32",0.7897,"NA","38 vs 35","-",NA,"-",NA,"-",NA,"-",NA,"15 vs 19",0.78,"23 vs 16",1.02
"10653","PSMB11",0.7897,"NA","174 vs 164","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"174 vs 164",0.79
"10654","DYNLRB1",0.7896,"NA","9 vs 17","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 13",0.8,"4 vs 4",0.99
"10655","GPR84",0.7896,"NA","147 vs 148","-",NA,"-",NA,"8 vs 10",0.72,"-",NA,"-",NA,"139 vs 138",1.1
"10656","NCKAP1",0.7896,"2","70 vs 80","-",NA,"-",NA,"-",NA,"3 vs 4",0.75,"30 vs 36",1.15,"37 vs 40",0.91
"10657","TFPT",0.7896,"NA","69 vs 74","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"6 vs 4",1.02,"62 vs 68",0.79
"10658","ERGIC3",0.7895,"NA","39 vs 44","-",NA,"-",NA,"1 vs 3",0.87,"-",NA,"17 vs 15",0.99,"21 vs 26",0.91
"10659","ZDHHC13",0.7895,"NA","122 vs 143","-",NA,"-",NA,"12 vs 7",1.23,"-",NA,"-",NA,"110 vs 136",0.64
"10660","ZNF671",0.7893,"NA","140 vs 144","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"140 vs 143",0.84
"10661","KIAA1191",0.7893,"NA","49 vs 57","-",NA,"-",NA,"3 vs 2",1.01,"-",NA,"1 vs 4",0.94,"45 vs 51",0.83
"10662","WRB",0.7892,"NA","55 vs 67","-",NA,"-",NA,"3 vs 1",1.08,"-",NA,"14 vs 18",0.82,"38 vs 48",0.89
"10663","OR10G3",0.7892,"NA","80 vs 78","-",NA,"-",NA,"5 vs 6",0.81,"-",NA,"-",NA,"75 vs 72",0.97
"10664","CDK5RAP3",0.7892,"NA","88 vs 97","-",NA,"-",NA,"3 vs 8",0.69,"-",NA,"0 vs 2",0.95,"85 vs 87",1.21
"10665","TTLL10",0.789,"NA","344 vs 311","-",NA,"-",NA,"5 vs 14",0.52,"-",NA,"-",NA,"339 vs 297",1.52
"10666","APPL2",0.789,"NA","225 vs 223","-",NA,"-",NA,"20 vs 32",0.59,"-",NA,"-",NA,"205 vs 191",1.34
"10667","TNFRSF11B",0.789,"NA","95 vs 97","-",NA,"-",NA,"2 vs 0",1.13,"-",NA,"5 vs 10",0.8,"88 vs 87",0.87
"10668","AAMDC",0.7889,"NA","36 vs 39","-",NA,"-",NA,"3 vs 6",0.85,"-",NA,"-",NA,"33 vs 33",0.93
"10669","ZFYVE19",0.7888,"NA","112 vs 116","-",NA,"-",NA,"16 vs 14",0.84,"-",NA,"-",NA,"96 vs 102",0.93
"10670","SCN1B",0.7888,"NA","49 vs 44","-",NA,"-",NA,"-",NA,"1 vs 2",0.81,"17 vs 14",0.99,"31 vs 28",0.98
"10671","CTBS",0.7888,"NA","88 vs 109","-",NA,"-",NA,"1 vs 4",0.81,"2 vs 1",1.13,"8 vs 5",1.11,"77 vs 99",0.77
"10672","SCCPDH",0.7886,"NA","113 vs 96","-",NA,"-",NA,"16 vs 13",0.89,"4 vs 6",0.61,"17 vs 18",0.83,"76 vs 59",1.77
"10673","ZNF540",0.7886,"NA","138 vs 144","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"138 vs 143",0.84
"10674","IKBKE",0.7886,"NA","161 vs 168","-",NA,"-",NA,"0 vs 3",0.82,"-",NA,"58 vs 43",1.33,"103 vs 122",0.73
"10675","H1FOO",0.7886,"NA","74 vs 94","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"74 vs 94",0.79
"10676","RFPL3",0.7885,"NA","22 vs 36","-",NA,"-",NA,"1 vs 2",0.92,"-",NA,"-",NA,"21 vs 34",0.86
"10677","REG3A",0.7884,"NA","60 vs 57","-",NA,"-",NA,"1 vs 2",0.93,"-",NA,"-",NA,"59 vs 55",0.85
"10678","RBM11",0.7884,"NA","35 vs 45","-",NA,"-",NA,"10 vs 11",0.85,"-",NA,"-",NA,"25 vs 34",0.93
"10679","ZNF502",0.7882,"NA","158 vs 161","-",NA,"-",NA,"6 vs 7",0.84,"-",NA,"-",NA,"152 vs 154",0.94
"10680","HPSE2",0.7882,"NA","138 vs 150","-",NA,"-",NA,"9 vs 10",0.82,"-",NA,"-",NA,"129 vs 140",0.96
"10681","ZNF223",0.7881,"NA","140 vs 125","-",NA,"-",NA,"0 vs 3",0.86,"-",NA,"-",NA,"140 vs 122",0.92
"10682","UCHL3",0.7881,"NA","33 vs 40","-",NA,"-",NA,"3 vs 5",0.86,"-",NA,"4 vs 4",0.97,"26 vs 31",0.95
"10683","TP53RK",0.788,"NA","47 vs 51","-",NA,"-",NA,"4 vs 3",1.08,"-",NA,"5 vs 12",0.83,"38 vs 36",0.87
"10684","TRIM17",0.788,"NA","151 vs 139","-",NA,"-",NA,"9 vs 7",1.03,"-",NA,"4 vs 5",0.96,"138 vs 127",0.8
"10685","ACVR1",0.788,"NA","54 vs 50","-",NA,"-",NA,"0 vs 1",0.94,"1 vs 3",0.73,"20 vs 16",1.11,"33 vs 30",1.03
"10686","CACNG6",0.7879,"NA","71 vs 79","-",NA,"-",NA,"5 vs 5",1.03,"-",NA,"38 vs 46",0.66,"28 vs 28",1.15
"10687","ZNF404",0.7878,"NA","143 vs 135","-",NA,"-",NA,"1 vs 1",1,"-",NA,"11 vs 12",0.85,"131 vs 122",0.93
"10688","FABP3",0.7878,"5","40 vs 40","-",NA,"-",NA,"4 vs 6",0.81,"-",NA,"-",NA,"36 vs 34",0.97
"10689","CD34",0.7878,"NA","109 vs 114","-",NA,"-",NA,"3 vs 2",1.06,"-",NA,"-",NA,"106 vs 112",0.75
"10690","CNOT11",0.7876,"NA","55 vs 58","-",NA,"2 vs 1",0.9,"-",NA,"9 vs 6",1.2,"29 vs 30",0.83,"15 vs 21",0.89
"10691","CDRT4",0.7876,"NA","41 vs 50","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"41 vs 50",0.79
"10692","ZNF648",0.7875,"NA","150 vs 159","-",NA,"-",NA,"-",NA,"-",NA,"61 vs 59",0.9,"89 vs 100",0.87
"10693","CRTC1",0.7875,"NA","101 vs 79","-",NA,"0 vs 1",0.51,"-",NA,"4 vs 2",1.17,"25 vs 14",1.35,"72 vs 62",0.97
"10694","GIMAP2",0.7874,"NA","90 vs 90","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"90 vs 90",0.79
"10695","KHDRBS2",0.7873,"4","107 vs 93","-",NA,"-",NA,"4 vs 8",0.77,"-",NA,"-",NA,"103 vs 85",1.02
"10696","C1orf159",0.7872,"NA","151 vs 168","-",NA,"-",NA,"5 vs 7",0.8,"-",NA,"-",NA,"146 vs 161",0.99
"10697","IL22RA2",0.7871,"NA","90 vs 89","-",NA,"-",NA,"11 vs 14",0.87,"-",NA,"-",NA,"79 vs 75",0.9
"10698","LNX1",0.7871,"NA","274 vs 304","-",NA,"-",NA,"14 vs 16",0.72,"-",NA,"-",NA,"260 vs 288",1.09
"10699","TPCN1",0.787,"NA","213 vs 206","-",NA,"-",NA,"1 vs 1",1,"5 vs 4",1.13,"54 vs 46",0.86,"153 vs 155",0.81
"10700","SRPRB",0.7869,"NA","51 vs 60","-",NA,"-",NA,"4 vs 3",1.06,"-",NA,"9 vs 6",0.98,"38 vs 51",0.76
"10701","IL17F",0.7869,"NA","46 vs 50","-",NA,"-",NA,"8 vs 13",0.86,"-",NA,"-",NA,"38 vs 37",0.91
"10702","UBAC2",0.7867,"NA","67 vs 82","-",NA,"-",NA,"4 vs 1",1.2,"-",NA,"10 vs 9",0.94,"53 vs 72",0.7
"10703","TNFRSF10A",0.7867,"NA","187 vs 184","-",NA,"-",NA,"11 vs 4",1.16,"-",NA,"-",NA,"176 vs 180",0.68
"10704","RBM28",0.7867,"NA","161 vs 155","-",NA,"-",NA,"6 vs 5",1,"-",NA,"-",NA,"155 vs 150",0.79
"10705","NPHP1",0.7866,"NA","174 vs 176","-",NA,"-",NA,"10 vs 9",0.95,"-",NA,"-",NA,"164 vs 167",0.82
"10706","PTTG1",0.7866,"NA","9 vs 14","-",NA,"-",NA,"1 vs 4",0.81,"-",NA,"-",NA,"8 vs 10",0.97
"10707","UGT2B7",0.7866,"NA","132 vs 129","-",NA,"-",NA,"1 vs 4",0.78,"-",NA,"-",NA,"131 vs 125",1.01
"10708","ASAP3",0.7865,"NA","287 vs 283","-",NA,"-",NA,"6 vs 10",0.74,"0 vs 2",0.7,"0 vs 5",0.9,"281 vs 266",1.71
"10709","AKT1S1",0.7864,"NA","60 vs 61","-",NA,"-",NA,"0 vs 1",0.94,"1 vs 1",0.91,"-",NA,"59 vs 59",0.92
"10710","RRP1",0.7864,"NA","177 vs 163","-",NA,"-",NA,"3 vs 3",0.95,"-",NA,"-",NA,"174 vs 160",0.83
"10711","C16orf96",0.7864,"NA","17 vs 23","-",NA,"-",NA,"17 vs 23",0.79,"-",NA,"-",NA,"-",NA
"10712","FEZ1",0.7863,"NA","58 vs 62","-",NA,"-",NA,"-",NA,"-",NA,"25 vs 29",0.8,"33 vs 33",0.98
"10713","PTN",0.7862,"NA","6 vs 19","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"1 vs 5",0.89,"5 vs 13",0.95
"10714","EIF2AK3",0.7862,"NA","180 vs 177","-",NA,"-",NA,"1 vs 1",1,"0 vs 2",0.75,"55 vs 34",1.48,"124 vs 140",0.71
"10715","KIF3B",0.7862,"NA","55 vs 71","-",NA,"-",NA,"1 vs 1",1,"-",NA,"26 vs 37",0.81,"28 vs 33",0.98
"10716","SIM2",0.7861,"NA","168 vs 150","-",NA,"-",NA,"6 vs 5",0.92,"-",NA,"19 vs 15",1.07,"143 vs 130",0.8
"10717","CTSL",0.7861,"NA","47 vs 54","-",NA,"-",NA,"0 vs 2",0.87,"-",NA,"-",NA,"47 vs 52",0.9
"10718","KLK2",0.786,"NA","89 vs 97","-",NA,"-",NA,"2 vs 5",0.8,"-",NA,"-",NA,"87 vs 92",0.98
"10719","PARD6G",0.786,"NA","76 vs 79","-",NA,"-",NA,"-",NA,"7 vs 8",0.88,"56 vs 50",0.97,"13 vs 21",0.92
"10720","EVPLL",0.7859,"NA","44 vs 45","-",NA,"-",NA,"0 vs 2",0.87,"-",NA,"18 vs 20",0.84,"26 vs 23",1.07
"10721","FCER1G",0.7859,"NA","17 vs 16","-",NA,"1 vs 1",0.76,"-",NA,"-",NA,"-",NA,"16 vs 15",1.03
"10722","RPRM",0.7859,"NA","19 vs 14","-",NA,"-",NA,"0 vs 2",0.87,"1 vs 2",0.8,"9 vs 5",1.09,"9 vs 5",1.04
"10723","TMED1",0.7858,"NA","63 vs 77","-",NA,"-",NA,"5 vs 5",1.02,"-",NA,"12 vs 19",0.81,"46 vs 53",0.96
"10724","PGM3",0.7856,"NA","137 vs 128","-",NA,"-",NA,"3 vs 3",0.95,"-",NA,"-",NA,"134 vs 125",0.83
"10725","CARF",0.7856,"NA","138 vs 134","-",NA,"-",NA,"4 vs 11",0.77,"-",NA,"-",NA,"134 vs 123",1.02
"10726","GFRA4",0.7856,"NA","61 vs 71","-",NA,"-",NA,"15 vs 7",1.18,"-",NA,"6 vs 14",0.78,"40 vs 50",0.85
"10727","CYP11B2",0.7856,"NA","64 vs 75","-",NA,"-",NA,"1 vs 1",1,"-",NA,"0 vs 3",0.92,"63 vs 71",0.86
"10728","RWDD2A",0.7853,"NA","31 vs 35","-",NA,"-",NA,"3 vs 7",0.85,"-",NA,"5 vs 3",1.06,"23 vs 25",0.87
"10729","NUDT21",0.7853,"NA","4 vs 5","-",NA,"-",NA,"-",NA,"1 vs 2",0.76,"3 vs 3",1.03,"-",NA
"10730","ARL13B",0.7853,"NA","93 vs 98","-",NA,"-",NA,"3 vs 0",1.25,"-",NA,"-",NA,"90 vs 98",0.63
"10731","SPA17",0.7851,"NA","22 vs 41","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"21 vs 40",0.79
"10732","IL17C",0.7851,"NA","125 vs 128","-",NA,"-",NA,"1 vs 2",0.93,"-",NA,"-",NA,"124 vs 126",0.84
"10733","SLC6A13",0.785,"NA","233 vs 231","-",NA,"-",NA,"10 vs 10",0.97,"-",NA,"-",NA,"223 vs 221",0.81
"10734","PDK2",0.785,"4","67 vs 71","-",NA,"-",NA,"3 vs 1",1.05,"-",NA,"15 vs 19",0.81,"49 vs 51",0.92
"10735","ARHGEF33",0.7849,"NA","6 vs 10","-",NA,"-",NA,"6 vs 10",0.78,"-",NA,"-",NA,"-",NA
"10736","CHEK1",0.7848,"NA","34 vs 40","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"12 vs 16",0.94,"22 vs 23",0.89
"10737","SYNC",0.7848,"NA","178 vs 169","-",NA,"-",NA,"6 vs 5",0.98,"-",NA,"84 vs 71",1.22,"88 vs 93",0.66
"10738","OAS3",0.7847,"NA","400 vs 379","-",NA,"-",NA,"16 vs 13",0.84,"-",NA,"-",NA,"384 vs 366",0.94
"10739","RP9",0.7846,"NA","12 vs 11","-",NA,"-",NA,"1 vs 0",1.06,"0 vs 2",0.7,"8 vs 7",1.04,"3 vs 2",1.02
"10740","MBD1",0.7846,"4","133 vs 142","1 vs 0",1.51,"-",NA,"-",NA,"2 vs 2",0.89,"40 vs 38",0.78,"90 vs 102",0.74
"10741","CEP95",0.7845,"NA","196 vs 197","-",NA,"-",NA,"13 vs 20",0.59,"-",NA,"-",NA,"183 vs 177",1.33
"10742","PHF14",0.7845,"NA","101 vs 119","-",NA,"-",NA,"5 vs 2",1.24,"1 vs 1",0.97,"32 vs 40",0.88,"63 vs 76",0.74
"10743","MIB1",0.7844,"4","135 vs 122","-",NA,"-",NA,"43 vs 41",1.23,"0 vs 4",0.53,"31 vs 25",1.17,"61 vs 52",1.04
